,sent_file,token,lemma,from,to,semtag,output
9407,pmb-4.0.0/data/en/gold/p86/d0822/en.drs.xml,"['I', 'hesitated', 'to', 'leave', 'his', 'grave', '.']","['speaker', 'hesitate', 'to', 'leave', 'male', 'grave', '.']","[0, 2, 12, 15, 21, 25, 30]","[1, 11, 14, 20, 24, 30, 31]","['PRO', 'EPS', 'NIL', 'EXS', 'HAS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'hesitated', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'leave', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'grave', '; ', 'NIL: ', '.']"
9489,pmb-4.0.0/data/en/gold/p87/d0878/en.drs.xml,"['He', ""'s"", 'sitting', 'at', 'the', 'table', '.']","['male', 'be', 'sit', 'at', 'the', 'table', '.']","[0, 2, 5, 13, 16, 20, 25]","[2, 4, 12, 15, 19, 25, 26]","['PRO', 'NOW', 'EXG', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'NOW: ', ""'s"", '; ', 'EXG: ', 'sitting', '; ', 'REL: ', 'at', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'table', '; ', 'NIL: ', '.']"
500,pmb-4.0.0/data/en/gold/p01/d1777/en.drs.xml,"['He', 'left', 'the', 'bedroom', 'and', 'entered', 'the', 'living~room', '.']","['male', 'leave', 'the', 'bedroom', 'and', 'enter', 'the', 'living~room', '.']","[0, 3, 8, 12, 20, 24, 32, 36, 47]","[2, 7, 11, 19, 23, 31, 35, 47, 48]","['PRO', 'EPS', 'DEF', 'CON', 'COO', 'EPS', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'left', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'bedroom', '; ', 'COO: ', 'and', '; ', 'EPS: ', 'entered', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'living~room', '; ', 'NIL: ', '.']"
9809,pmb-4.0.0/data/en/gold/p90/d2395/en.drs.xml,"['I', 'want', 'to', 'complain', 'about', 'the', 'service', '.']","['speaker', 'want', 'to', 'complain', 'about', 'the', 'service', '.']","[0, 2, 7, 10, 19, 25, 29, 36]","[1, 6, 9, 18, 24, 28, 36, 37]","['PRO', 'ENS', 'NIL', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'want', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'complain', '; ', 'REL: ', 'about', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'service', '; ', 'NIL: ', '.']"
9289,pmb-4.0.0/data/en/gold/p84/d2232/en.drs.xml,"['ø', 'Grant', 'attacked', 'ø', 'Vicksburg', 'several', 'times', '.']","['ø', 'grant', 'attack', 'ø', 'vicksburg', '+', 'time', '.']","[0, 0, 6, 15, 15, 25, 33, 38]","[-1, 5, 14, -1, 24, 32, 38, 39]","['DEF', 'PER', 'EPS', 'DEF', 'GPE', 'QUV', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Grant', '; ', 'EPS: ', 'attacked', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Vicksburg', '; ', 'QUV: ', 'several', '; ', 'CON: ', 'times', '; ', 'NIL: ', '.']"
8891,pmb-4.0.0/data/en/gold/p80/d1646/en.drs.xml,"['ø', 'Tom', 'paid', 'by', 'ø', 'credit~card', '.']","['ø', 'tom', 'pay', 'by', 'ø', 'credit~card', '.']","[0, 0, 4, 9, 12, 12, 23]","[-1, 3, 8, 11, -1, 23, 24]","['DEF', 'PER', 'EPS', 'REL', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'paid', '; ', 'REL: ', 'by', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'credit~card', '; ', 'NIL: ', '.']"
6279,pmb-4.0.0/data/en/gold/p49/d3545/en.drs.xml,"['This', 'child', 'is', 'teething', 'now', '.']","['this', 'child', 'be', 'teethe', 'now', '.']","[0, 5, 11, 14, 23, 26]","[4, 10, 13, 22, 26, 27]","['PRX', 'CON', 'NOW', 'EXG', 'NOW', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'child', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'teething', '; ', 'NOW: ', 'now', '; ', 'NIL: ', '.']"
841,pmb-4.0.0/data/en/gold/p03/d0716/en.drs.xml,"['ø', 'Charles~de~Gaulle', 'died', 'in', 'ø', '1970', '.']","['ø', 'charles~de~gaulle', 'die', 'in', 'ø', '1970', '.']","[0, 0, 18, 23, 26, 26, 30]","[-1, 17, 22, 25, -1, 30, 31]","['DEF', 'PER', 'EPS', 'REL', 'DEF', 'YOC', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Charles~de~Gaulle', '; ', 'EPS: ', 'died', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'YOC: ', '1970', '; ', 'NIL: ', '.']"
4703,pmb-4.0.0/data/en/gold/p32/d2306/en.drs.xml,"['What', 'kind', 'of', 'a', 'party', 'do', 'you', 'want', '?']","['entity', 'entity', 'of', 'a', 'party', 'do', 'hearer', 'want', '?']","[0, 5, 10, 13, 15, 21, 24, 28, 32]","[4, 9, 12, 14, 20, 23, 27, 32, 33]","['QUE', 'CON', 'REL', 'DIS', 'CON', 'NOW', 'PRO', 'EXS', 'QUE']","['QUE: ', 'What', '; ', 'CON: ', 'kind', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'party', '; ', 'NOW: ', 'do', '; ', 'PRO: ', 'you', '; ', 'EXS: ', 'want', '; ', 'QUE: ', '?']"
4903,pmb-4.0.0/data/en/gold/p34/d3014/en.drs.xml,"['How', 'about', 'some', 'milk', '?']","['how', 'about', 'some', 'milk', '?']","[0, 4, 10, 15, 19]","[3, 9, 14, 19, 20]","['QUE', 'REL', 'DIS', 'CON', 'QUE']","['QUE: ', 'How', '; ', 'REL: ', 'about', '; ', 'DIS: ', 'some', '; ', 'CON: ', 'milk', '; ', 'QUE: ', '?']"
4824,pmb-4.0.0/data/en/gold/p34/d0821/en.drs.xml,"['I', 'was', 'used', 'to', 'the', 'heat', '.']","['speaker', 'be', 'used~to', 'to', 'the', 'heat', '.']","[0, 2, 6, 11, 14, 18, 22]","[1, 5, 10, 13, 17, 22, 23]","['PRO', 'PST', 'IST', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'PST: ', 'was', '; ', 'IST: ', 'used', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'heat', '; ', 'NIL: ', '.']"
5995,pmb-4.0.0/data/en/gold/p46/d2157/en.drs.xml,"['I', 'hate', 'ø', 'spiders', '.']","['speaker', 'hate', 'ø', 'spider', '.']","[0, 2, 7, 7, 14]","[1, 6, -1, 14, 15]","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'hate', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'spiders', '; ', 'NIL: ', '.']"
4934,pmb-4.0.0/data/en/gold/p35/d1390/en.drs.xml,"['How', 'many', 'carjackings', 'took', 'ø', 'place', 'in', 'ø', 'Los~Angeles', 'in', 'ø', '1991', '?']","['how', '?', 'carjacking', 'take~place', 'ø', 'place', 'in', 'ø', 'los~angeles', 'in', 'ø', '1991', '?']","[0, 4, 9, 21, 26, 26, 32, 35, 35, 47, 50, 50, 54]","[3, 8, 20, 25, -1, 31, 34, -1, 46, 49, -1, 54, 55]","['QUE', 'QUV', 'CON', 'EPS', 'DIS', 'NIL', 'REL', 'DEF', 'GPE', 'REL', 'DEF', 'YOC', 'QUE']","['QUE: ', 'How', '; ', 'QUV: ', 'many', '; ', 'CON: ', 'carjackings', '; ', 'EPS: ', 'took', '; ', 'DIS: ', 'ø', '; ', 'NIL: ', 'place', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'GPE: ', 'Los~Angeles', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'YOC: ', '1991', '; ', 'QUE: ', '?']"
2691,pmb-4.0.0/data/en/gold/p14/d1931/en.drs.xml,"['ø', 'Mary', 'auditioned', 'for', 'the', 'part', '.']","['ø', 'mary', 'audition', 'for', 'the', 'part', '.']","[0, 0, 5, 16, 20, 24, 28]","[-1, 4, 15, 19, 23, 28, 29]","['DEF', 'PER', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'EPS: ', 'auditioned', '; ', 'REL: ', 'for', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'part', '; ', 'NIL: ', '.']"
8247,pmb-4.0.0/data/en/gold/p72/d2331/en.drs.xml,"['The', 'boat', 'is', 'sinking', '.']","['the', 'boat', 'be', 'sink', '.']","[0, 4, 9, 12, 19]","[3, 8, 11, 19, 20]","['DEF', 'CON', 'NOW', 'EXG', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'boat', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'sinking', '; ', 'NIL: ', '.']"
2046,pmb-4.0.0/data/en/gold/p10/d1239/en.drs.xml,"['ø', 'HBV~Union', 'Criticizes', 'ø', 'Deutsche~Bank']","['ø', 'hbv~union', 'criticize', 'ø', 'deutsche~bank']","[0, 0, 10, 21, 21]","[-1, 9, 20, -1, 34]","['DEF', 'ORG', 'ENS', 'DEF', 'ORG']","['DEF: ', 'ø', '; ', 'ORG: ', 'HBV~Union', '; ', 'ENS: ', 'Criticizes', '; ', 'DEF: ', 'ø', '; ', 'ORG: ', 'Deutsche~Bank']"
8304,pmb-4.0.0/data/en/gold/p73/d0956/en.drs.xml,"['The', 'river', 'flows', 'into', 'the', 'Pacific~Ocean', '.']","['the', 'river', 'flow', 'into', 'the', 'pacific~ocean', '.']","[0, 4, 10, 16, 21, 25, 38]","[3, 9, 15, 20, 24, 38, 39]","['DEF', 'CON', 'ENS', 'REL', 'DEF', 'GEO', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'river', '; ', 'ENS: ', 'flows', '; ', 'REL: ', 'into', '; ', 'DEF: ', 'the', '; ', 'GEO: ', 'Pacific~Ocean', '; ', 'NIL: ', '.']"
7093,pmb-4.0.0/data/en/gold/p59/d1560/en.drs.xml,"['ø', 'Tom', 'cut', 'down', 'a', 'cherry~tree', '.']","['ø', 'tom', 'cut~down', 'down', 'a', 'cherry~tree', '.']","[0, 0, 4, 8, 13, 15, 26]","[-1, 3, 7, 12, 14, 26, 27]","['DEF', 'PER', 'EPS', 'REL', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'cut', '; ', 'REL: ', 'down', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'cherry~tree', '; ', 'NIL: ', '.']"
8246,pmb-4.0.0/data/en/gold/p72/d2326/en.drs.xml,"['He', 'died', 'of', 'a', 'heart~attack', '.']","['male', 'die', 'of', 'a', 'heart~attack', '.']","[0, 3, 8, 11, 13, 25]","[2, 7, 10, 12, 25, 26]","['PRO', 'EPS', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'died', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'heart~attack', '; ', 'NIL: ', '.']"
6013,pmb-4.0.0/data/en/gold/p46/d2924/en.drs.xml,"['The', 'boy', 'is', 'speaking', 'to', 'his', 'grandfather', '.']","['the', 'boy', 'be', 'speak', 'to', 'male', 'grandfather', '.']","[0, 4, 8, 11, 20, 23, 27, 38]","[3, 7, 10, 19, 22, 26, 38, 39]","['DEF', 'CON', 'NOW', 'EXG', 'REL', 'HAS', 'ROL', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'boy', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'speaking', '; ', 'REL: ', 'to', '; ', 'HAS: ', 'his', '; ', 'ROL: ', 'grandfather', '; ', 'NIL: ', '.']"
5140,pmb-4.0.0/data/en/gold/p37/d1953/en.drs.xml,"['ø', 'Tom', 'kept', 'a', 'diary', '.']","['ø', 'tom', 'keep', 'a', 'diary', '.']","[0, 0, 4, 9, 11, 16]","[-1, 3, 8, 10, 16, 17]","['DEF', 'PER', 'EPS', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'kept', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'diary', '; ', 'NIL: ', '.']"
5987,pmb-4.0.0/data/en/gold/p46/d2013/en.drs.xml,"['They', 'walked', 'along', 'the', 'road', 'three', 'abreast', '.']","['person', 'walk', 'along', 'the', 'road', '3', 'abreast', '.']","[0, 5, 12, 18, 22, 27, 33, 40]","[4, 11, 17, 21, 26, 32, 40, 41]","['PRO', 'EPS', 'REL', 'DEF', 'CON', 'QUC', 'IST', 'NIL']","['PRO: ', 'They', '; ', 'EPS: ', 'walked', '; ', 'REL: ', 'along', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'road', '; ', 'QUC: ', 'three', '; ', 'IST: ', 'abreast', '; ', 'NIL: ', '.']"
4980,pmb-4.0.0/data/en/gold/p35/d2887/en.drs.xml,"['I', 'am', 'busy', 'now', '.']","['speaker', 'be', 'busy', 'now', '.']","[0, 2, 5, 10, 13]","[1, 4, 9, 13, 14]","['PRO', 'NOW', 'IST', 'NOW', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'am', '; ', 'IST: ', 'busy', '; ', 'NOW: ', 'now', '; ', 'NIL: ', '.']"
6415,pmb-4.0.0/data/en/gold/p50/d2697/en.drs.xml,"['I', 'guess', 'that', 'she', 'is', '40', '.']","['speaker', 'guess', 'that', 'female', 'be', '40', '.']","[0, 2, 8, 13, 17, 20, 22]","[1, 7, 12, 16, 19, 22, 23]","['PRO', 'ENS', 'SUB', 'PRO', 'NOW', 'QUC', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'guess', '; ', 'SUB: ', 'that', '; ', 'PRO: ', 'she', '; ', 'NOW: ', 'is', '; ', 'QUC: ', '40', '; ', 'NIL: ', '.']"
1772,pmb-4.0.0/data/en/gold/p08/d1963/en.drs.xml,"['ø', 'Mary', 'is', 'an', 'interior~designer', '.']","['ø', 'mary', 'be', 'an', 'interior~designer', '.']","[0, 0, 5, 8, 11, 28]","[-1, 4, 7, 10, 28, 29]","['DEF', 'PER', 'ENS', 'DIS', 'ROL', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'an', '; ', 'ROL: ', 'interior~designer', '; ', 'NIL: ', '.']"
2822,pmb-4.0.0/data/en/gold/p15/d2257/en.drs.xml,"['ø', 'Donald~Trump', 'is', 'a', 'famous', 'business~person', '.']","['ø', 'donald~trump', 'be', 'a', 'famous', 'businessperson', '.']","[0, 0, 13, 16, 18, 25, 40]","[-1, 12, 15, 17, 24, 40, 41]","['DEF', 'PER', 'ENS', 'DIS', 'IST', 'ROL', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Donald~Trump', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'famous', '; ', 'ROL: ', 'business~person', '; ', 'NIL: ', '.']"
9050,pmb-4.0.0/data/en/gold/p81/d1985/en.drs.xml,"['ø', 'Naoko', 'can', 'run', 'fast', '.']","['ø', 'naoko', 'can', 'run', 'fast', '.']","[0, 0, 6, 10, 14, 18]","[-1, 5, 9, 13, 18, 19]","['DEF', 'PER', 'POS', 'EXS', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Naoko', '; ', 'POS: ', 'can', '; ', 'EXS: ', 'run', '; ', 'IST: ', 'fast', '; ', 'NIL: ', '.']"
8970,pmb-4.0.0/data/en/gold/p80/d2882/en.drs.xml,"['ø', 'Tom', 'is', 'having', 'a', 'heart~attack', '.']","['ø', 'tom', 'be', 'have', 'a', 'heart~attack', '.']","[0, 0, 4, 7, 14, 16, 28]","[-1, 3, 6, 13, 15, 28, 29]","['DEF', 'PER', 'NOW', 'EXG', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'having', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'heart~attack', '; ', 'NIL: ', '.']"
9849,pmb-4.0.0/data/en/gold/p90/d3135/en.drs.xml,"['She', 'offered', 'me', 'a', 'beer', '.']","['female', 'offer', 'speaker', 'a', 'beer', '.']","[0, 4, 12, 15, 17, 21]","[3, 11, 14, 16, 21, 22]","['PRO', 'EPS', 'PRO', 'DIS', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'offered', '; ', 'PRO: ', 'me', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'beer', '; ', 'NIL: ', '.']"
3275,pmb-4.0.0/data/en/gold/p19/d2496/en.drs.xml,"['I', 'am', 'tall', '.']","['speaker', 'be', 'tall', '.']","[0, 2, 5, 9]","[1, 4, 9, 10]","['PRO', 'NOW', 'DEG', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'am', '; ', 'DEG: ', 'tall', '; ', 'NIL: ', '.']"
10107,pmb-4.0.0/data/en/gold/p93/d3256/en.drs.xml,"['ø', 'Tom', 'pocketed', 'the', 'coin', '.']","['ø', 'tom', 'pocket', 'the', 'coin', '.']","[0, 0, 4, 13, 17, 21]","[-1, 3, 12, 16, 21, 22]","['DEF', 'PER', 'EPS', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'pocketed', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'coin', '; ', 'NIL: ', '.']"
6368,pmb-4.0.0/data/en/gold/p50/d2174/en.drs.xml,"['Anybody', 'who', 'wants', 'this', 'book', 'can', 'be', 'given', 'it', '.']","['person', 'who', 'want', 'this', 'book', 'can', 'be', 'give', 'entity', '.']","[0, 8, 12, 18, 23, 28, 32, 35, 41, 43]","[7, 11, 17, 22, 27, 31, 34, 40, 43, 44]","['DIS', 'IMP', 'ENS', 'PRX', 'CON', 'POS', 'NIL', 'EXS', 'PRO', 'NIL']","['DIS: ', 'Anybody', '; ', 'IMP: ', 'who', '; ', 'ENS: ', 'wants', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'book', '; ', 'POS: ', 'can', '; ', 'NIL: ', 'be', '; ', 'EXS: ', 'given', '; ', 'PRO: ', 'it', '; ', 'NIL: ', '.']"
9262,pmb-4.0.0/data/en/gold/p84/d0879/en.drs.xml,"['ø', 'Maciek', 'died', 'in', 'ø', 'December', '.']","['ø', 'maciek', 'die', 'in', 'ø', 'december', '.']","[0, 0, 7, 12, 15, 15, 23]","[-1, 6, 11, 14, -1, 23, 24]","['DEF', 'PER', 'EPS', 'REL', 'DEF', 'MOY', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Maciek', '; ', 'EPS: ', 'died', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'MOY: ', 'December', '; ', 'NIL: ', '.']"
6898,pmb-4.0.0/data/en/gold/p56/d2044/en.drs.xml,"['I', 'think', 'my', 'girlfriend', 'is', 'kind~of', 'cute', '.']","['speaker', 'think', 'speaker', 'girlfriend', 'be', 'kind~of', 'cute', '.']","[0, 2, 8, 11, 22, 25, 33, 37]","[1, 7, 10, 21, 24, 32, 37, 38]","['PRO', 'ENS', 'HAS', 'ROL', 'NOW', 'INT', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'think', '; ', 'HAS: ', 'my', '; ', 'ROL: ', 'girlfriend', '; ', 'NOW: ', 'is', '; ', 'INT: ', 'kind~of', '; ', 'IST: ', 'cute', '; ', 'NIL: ', '.']"
4119,pmb-4.0.0/data/en/gold/p26/d3545/en.drs.xml,"['His', 'first~name', 'was', 'Tom', '.']","['male', 'first~name', 'be', 'tom', '.']","[0, 4, 15, 19, 22]","[3, 14, 18, 22, 23]","['HAS', 'CON', 'EPS', 'LIT', 'NIL']","['HAS: ', 'His', '; ', 'CON: ', 'first~name', '; ', 'EPS: ', 'was', '; ', 'LIT: ', 'Tom', '; ', 'NIL: ', '.']"
2518,pmb-4.0.0/data/en/gold/p13/d0101/en.drs.xml,"['The', 'fire', 'originated', 'from', 'ø', 'carelessness', '.']","['the', 'fire', 'originate', 'from', 'ø', 'carelessness', '.']","[0, 4, 9, 20, 25, 25, 37]","[3, 8, 19, 24, -1, 37, 38]","['DEF', 'CON', 'EPS', 'REL', 'DIS', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'fire', '; ', 'EPS: ', 'originated', '; ', 'REL: ', 'from', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'carelessness', '; ', 'NIL: ', '.']"
7978,pmb-4.0.0/data/en/gold/p69/d2947/en.drs.xml,"['The', 'exchange~rate', 'of', 'the', 'dollar', 'versus', 'the', 'euro', 'has', 'declined', '.']","['the', 'exchange~rate', 'of', 'the', 'dollar', 'versus', 'the', 'euro', 'have', 'decline', '.']","[0, 4, 18, 21, 25, 32, 39, 43, 48, 52, 60]","[3, 17, 20, 24, 31, 38, 42, 47, 51, 60, 61]","['DEF', 'CON', 'REL', 'DEF', 'CON', 'REL', 'DEF', 'CON', 'NOW', 'EXT', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'exchange~rate', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'dollar', '; ', 'REL: ', 'versus', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'euro', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'declined', '; ', 'NIL: ', '.']"
9836,pmb-4.0.0/data/en/gold/p90/d2913/en.drs.xml,"['My', 'brother', 'lives', 'in', 'a', 'small', 'village', '.']","['speaker', 'brother', 'live', 'in', 'a', 'small', 'village', '.']","[0, 3, 11, 17, 20, 22, 28, 35]","[2, 10, 16, 19, 21, 27, 35, 36]","['HAS', 'ROL', 'ENS', 'REL', 'DIS', 'DEG', 'CON', 'NIL']","['HAS: ', 'My', '; ', 'ROL: ', 'brother', '; ', 'ENS: ', 'lives', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'a', '; ', 'DEG: ', 'small', '; ', 'CON: ', 'village', '; ', 'NIL: ', '.']"
10619,pmb-4.0.0/data/en/gold/p99/d1489/en.drs.xml,"['ø', 'Addition', 'and', 'ø', 'subtraction', 'are', 'ø', 'functions', 'of', 'ø', 'mathematics', '.']","['ø', 'addition', 'and', 'ø', 'subtraction', 'be', 'ø', 'function', 'of', 'ø', 'mathematics', '.']","[0, 0, 9, 13, 13, 25, 29, 29, 39, 42, 42, 53]","[-1, 8, 12, -1, 24, 28, -1, 38, 41, -2, 53, 54]","['DIS', 'CON', 'GRP', 'DIS', 'CON', 'ENS', 'DIS', 'CON', 'REL', 'DIS', 'CON', 'NIL']","['DIS: ', 'ø', '; ', 'CON: ', 'Addition', '; ', 'GRP: ', 'and', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'subtraction', '; ', 'ENS: ', 'are', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'functions', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'mathematics', '; ', 'NIL: ', '.']"
8000,pmb-4.0.0/data/en/gold/p70/d0837/en.drs.xml,"['He', 'was', 'very', 'old', '.']","['male', 'be', 'very', 'old', '.']","[0, 3, 7, 12, 15]","[2, 6, 11, 15, 16]","['PRO', 'PST', 'INT', 'IST', 'NIL']","['PRO: ', 'He', '; ', 'PST: ', 'was', '; ', 'INT: ', 'very', '; ', 'IST: ', 'old', '; ', 'NIL: ', '.']"
5702,pmb-4.0.0/data/en/gold/p43/d1465/en.drs.xml,"['The', 'bus', 'was', 'ø', 'ten', 'minutes', 'late', '.']","['the', 'bus', 'be', 'ø', '10', 'minute', 'late', '.']","[0, 4, 8, 12, 12, 16, 24, 28]","[3, 7, 11, -1, 15, 23, 28, 29]","['DEF', 'CON', 'PST', 'DIS', 'QUC', 'UOM', 'DEG', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'bus', '; ', 'PST: ', 'was', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', 'ten', '; ', 'UOM: ', 'minutes', '; ', 'DEG: ', 'late', '; ', 'NIL: ', '.']"
5635,pmb-4.0.0/data/en/gold/p42/d1995/en.drs.xml,"['She', 'got', 'an', 'A', '.']","['female', 'get', 'an', 'a', '.']","[0, 4, 8, 11, 12]","[3, 7, 10, 12, 13]","['PRO', 'EPS', 'DIS', 'SCO', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'got', '; ', 'DIS: ', 'an', '; ', 'SCO: ', 'A', '; ', 'NIL: ', '.']"
5161,pmb-4.0.0/data/en/gold/p37/d2710/en.drs.xml,"['The', 'diamond', 'was', 'discovered', 'by', 'a', 'boy', 'in', 'ø', '1873', '.']","['the', 'diamond', 'be', 'discover', 'by', 'a', 'boy', 'in', 'ø', '1873', '.']","[0, 4, 12, 16, 27, 30, 32, 36, 39, 39, 43]","[3, 11, 15, 26, 29, 31, 35, 38, -1, 43, 44]","['DEF', 'CON', 'PST', 'EXS', 'REL', 'DIS', 'CON', 'REL', 'DEF', 'YOC', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'diamond', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'discovered', '; ', 'REL: ', 'by', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'boy', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'YOC: ', '1873', '; ', 'NIL: ', '.']"
4117,pmb-4.0.0/data/en/gold/p26/d3500/en.drs.xml,"['You', 'can', 'go', 'to', 'the', 'bus~station', '.']","['hearer', 'can', 'go', 'to', 'the', 'bus~station', '.']","[0, 4, 8, 11, 14, 18, 29]","[3, 7, 10, 13, 17, 29, 30]","['PRO', 'POS', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'You', '; ', 'POS: ', 'can', '; ', 'EXS: ', 'go', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'bus~station', '; ', 'NIL: ', '.']"
1893,pmb-4.0.0/data/en/gold/p09/d1735/en.drs.xml,"['Where', 'in', 'ø', 'Canada', 'are', 'you', 'from', '?']","['location', 'in', 'ø', 'canada', 'be', 'hearer', 'from', '?']","[0, 6, 9, 9, 16, 20, 24, 28]","[5, 8, -1, 15, 19, 23, 28, 29]","['QUE', 'REL', 'DEF', 'GPE', 'ENS', 'PRO', 'REL', 'QUE']","['QUE: ', 'Where', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Canada', '; ', 'ENS: ', 'are', '; ', 'PRO: ', 'you', '; ', 'REL: ', 'from', '; ', 'QUE: ', '?']"
10229,pmb-4.0.0/data/en/gold/p95/d0872/en.drs.xml,"['He', 'knocked', 'on', 'the', 'door', '.']","['male', 'knock', 'on', 'the', 'door', '.']","[0, 3, 11, 14, 18, 22]","[2, 10, 13, 17, 22, 23]","['PRO', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'knocked', '; ', 'REL: ', 'on', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'door', '; ', 'NIL: ', '.']"
